time,y0_index,beta,Ca,delta,Susceptible,Exposed,Infectious_asymptomatic,Infectious_pre-symptomatic,Infectious_mild,Infectious_severe,Hospitalized_recovered,Hospitalized_deceased,Recovered,Deceased
30,0.0,0.1505971103906631,0.6000000238418579,0.1375000029802322,0.6078969574671974,0.101079122438449,0.06194566609538548,0.02144301528177057,0.04584141419725781,0.003550006644310614,0.0005031235638786143,0.003019415604440743,0.00027636767565521425,0.001837096223152043
31,0.0,0.14932120697838916,0.6000000238418579,0.1375000029802322,0.5405206997272594,0.10968125621959308,0.07157667606516285,0.023867462198695212,0.0536351241154356,0.004153560169956085,0.0006185504745174714,0.0037071819887494,0.0003516793693216857,0.0023457803120219716
32,0.0,0.1404438998017992,0.6000000238418579,0.1375000029802322,0.47299853954739784,0.11461675328025944,0.08041715386812616,0.025650486510393585,0.0610759089820138,0.004729782363191943,0.0007469424383136714,0.004469280717015385,0.00044343330915317145,0.0029645970538708572
33,0.0,0.13094902251447946,0.6000000238418579,0.1375000029802322,0.40824633735072974,0.1152209164915966,0.08770401993034051,0.026566870415929485,0.06754014862523953,0.005230380207181529,0.0008842680485536572,0.005280312669886986,0.0005531248542282571,0.0037030361332443568
34,0.0,0.12209605638469964,0.6000000238418579,0.1375000029802322,0.3487334052041869,0.11147184367167914,0.09278379427428864,0.02650279651334213,0.07243088765111305,0.005609124416625157,0.001024779292627786,0.0061046172992222855,0.0006815877602582285,0.004565933157802528
35,0.0,0.11400019590343743,0.6000000238418579,0.1375000029802322,0.29612251676986584,0.10398450169541495,0.09524052318295735,0.025485434922324142,0.07529363850803475,0.005830818213387286,0.001161538129848957,0.006899646073478672,0.0008287942181395001,0.005552141138116371
36,0.0,0.1115650832653045,0.6000000238418579,0.1375000029802322,0.25115502450980387,0.09381797669725779,0.0949664637236473,0.02367146064840404,0.07590492430524835,0.005878156371512372,0.0012872525372196,0.007621207919845529,0.0009937483641174,0.006653863879021942
37,0.0,0.1115650832653045,0.6000000238418579,0.1375000029802322,0.21376627690549896,0.08219075837571864,0.09215605995687744,0.021301212014410986,0.07430458499189148,0.005754223852369857,0.0013952283447301143,0.008229341304778428,0.0011745008524585287,0.007856844043127085
38,0.0,0.11109090702874314,0.6000000238418579,0.1375000029802322,0.18333094915597817,0.07022105182533536,0.08723508794965351,0.018639332418822728,0.07076588760504199,0.0054801833973720715,0.0014802033195062143,0.0086933749239827,0.0013682922336286144,0.009141434698879486
39,0.0,0.10508905031851355,0.6000000238418579,0.1375000029802322,0.15892956195636146,0.05876683782065455,0.08075768695636146,0.015923766936873387,0.06572110307938962,0.005089510022759043,0.0015388753363186714,0.008995030372346256,0.0015717815549327857,0.010484246001031943
40,0.0,0.09798438102006911,0.6000000238418579,0.1375000029802322,0.13956047632868934,0.048376752427944814,0.07330508140756298,0.013335532218643985,0.059670986980318405,0.004620982675553715,0.0015700609988032429,0.009129195489873529,0.0017813258372838855,0.011860113000792372
41,0.0,0.09136003255844109,0.6000000238418579,0.1375000029802322,0.12427487837240156,0.039321147537962516,0.0654084959641751,0.010990160805276015,0.05310405206490486,0.004112433182565743,0.001574521829188043,0.009102649057155715,0.0019932565645501,0.013244022279964572
42,0.0,0.0851835278528077,0.6000000238418579,0.1375000029802322,0.11224386103125457,0.03166151189094054,0.05750403064186197,0.008944622657862429,0.0464405389622954,0.0035964038730212,0.0015545636480331713,0.008931419483911915,0.002204116319636343,0.014612725949754842
43,0.0,0.08264944702386849,0.6000000238418579,0.1375000029802322,0.1027787391272298,0.0253253379888139,0.049916280245650854,0.007211674492987929,0.04000426560426799,0.0030979723406632,0.0015135388628106999,0.008637590500838442,0.0024108342144423143,0.015945902785456243
44,0.0,0.08264944702386849,0.6000000238418579,0.1375000029802322,0.09532504860496827,0.02016855471629437,0.04286235810113516,0.005775351176654843,0.03401761296623907,0.002634359839741757,0.0014553525357511143,0.008246205616292515,0.0026108334010001427,0.01722684051005267
45,0.0,0.0825319641402789,0.6000000238418579,0.1375000029802322,0.08944478728991592,0.016019935235607356,0.03646749341183838,0.004604052604800101,0.0286117223205071,0.0022157220875603,0.0013840447028934284,0.0077826792826505,0.002802075198911757,0.018442680978641414
46,0.0,0.07863430785281311,0.6000000238418579,0.1375000029802322,0.08479567139355738,0.012708657702390115,0.0307850808086392,0.0036600156972739287,0.02384428298457537,0.0018465264472359284,0.0013034771268704286,0.007270904599504242,0.0029830558919702144,0.019584321557570342
47,0.0,0.07331814297607961,0.6000000238418579,0.1375000029802322,0.08111150002764259,0.0100790791028582,0.025816615585378854,0.0029053275709954424,0.019719161760098743,0.001527072650606243,0.0012171278127821427,0.0067320512189250285,0.0031527673518008713,0.020646082117057287
48,0.0,0.06836138452802383,0.6000000238418579,0.1375000029802322,0.07818551088198433,0.007996940809629729,0.021529061336705686,0.0023052337480015997,0.016204386915127843,0.0012548849180913715,0.0011279801137148572,0.0061839568475415855,0.003310637505413286,0.02162525195110936
49,0.0,0.06373973031129153,0.6000000238418579,0.1375000029802322,0.07585692056427831,0.0063504466445294715,0.017868639602222427,0.0018295906895858143,0.013246847731691328,0.0010258498688845857,0.0010384844071777142,0.0056409708208941,0.003456459644918771,0.022521559240472454
50,0.0,0.0612282156944274,0.6000000238418579,0.1375000029802322,0.07400037317558598,0.005048673786948943,0.0147711270363408,0.001453182822779557,0.010783298866421528,0.0008350699873390429,0.0009505705936773857,0.005114104626225457,0.0035903224571077856,0.0233366504496535
51,0.0,0.0612282156944274,0.6000000238418579,0.1375000029802322,0.0725178191342326,0.004018824563131128,0.012169051419910029,0.0011554237263367141,0.008748002675576771,0.0006774545023086714,0.0008656918192338286,0.004611369085051742,0.0037125413487762997,0.02407361032406378
52,0.0,0.0612282156944274,0.6000000238418579,0.1375000029802322,0.07133229673448323,0.003203194754464243,0.009996398250912157,0.0009197789017436,0.007077610659806643,0.0005480976647443143,0.0007848858434718,0.004138200798411429,0.0038235986983197285,0.02473653602065823
53,0.0,0.058839187558208154,0.6000000238418579,0.1375000029802322,0.07038317300604449,0.0025563209710281714,0.008191455488445328,0.0007331097285233571,0.005713968255887829,0.00044249574958474285,0.0007088410058204572,0.0036979123475047284,0.003924092313734658,0.025330184088437957
54,0.0,0.05486129543610976,0.6000000238418579,0.1375000029802322,0.06962256629625531,0.0020425004988631284,0.0066983274189609575,0.0005850455660779428,0.004605451257394344,0.00035665102608164285,0.0006379620207457429,0.0032921248577555714,0.004014693104832343,0.025859683100213717
55,0.0,0.05115233202065737,0.6000000238418579,0.1375000029802322,0.06901252326588524,0.001633735702854257,0.005467531348476828,0.00046743165682181425,0.003707342553592129,0.00028710049822245715,0.0005724301220796143,0.0029211576591984855,0.0040961106739159,0.026330298690199712
56,0.0,0.047694118427378744,0.6000000238418579,0.1375000029802322,0.0685229019239274,0.0013080597396235715,0.004456017218770671,0.0003738656756133143,0.0029816100525324714,0.00023089899701137144,0.0005122553473743,0.0025843637053916285,0.004169067364815957,0.02674726971380653
57,0.0,0.0454241016081401,0.6000000238418579,0.1375000029802322,0.06812969003390826,0.0010482203469380428,0.003626824305997014,0.00029932156224945713,0.0023963554840110003,0.00018557626779635712,0.00045732142569194286,0.0022804087352456853,0.004234277242969499,0.027115685871388
58,0.0,0.045358978211879696,0.6000000238418579,0.1375000029802322,0.06781374276684354,0.0008406385387727714,0.0029485542469454284,0.0002398497198915,0.0019251120138638715,0.00014908267705462857,0.0004074224769831429,0.0020074974531341717,0.004292433533857557,0.02744039211079164
59,0.0,0.045358978211879696,0.6000000238418579,0.1375000029802322,0.06755977144147128,0.0006746171368937715,0.002394756998193971,0.00019234211789665714,0.0015461022659474428,0.00011973177428861429,0.00036229236889034287,0.001763551370383643,0.004344196241407714,0.02772594370807529
60,0.0,0.04402722045779223,0.6000000238418579,0.1375000029802322,0.06735554995024322,0.0005416998702235428,0.001943301138300686,0.0001543485587208286,0.0012415245626416142,9.61449651367918e-05,0.0003216277162848571,0.0015463446429146714,0.004390186964999757,0.027976562499999944
61,0.0,0.0410507081874779,0.6000000238418579,0.1375000029802322,0.06719127494747898,0.0004351909220719,0.0015757716686592,0.00012393281496007142,0.0009969007763981,7.720105366493843e-05,0.0002851058642771857,0.0013536061474342571,0.004430985768073629,0.028196128533650257
62,0.0,0.03827542705195286,0.6000000238418579,0.1375000029802322,0.0670591016834365,0.0003497763196047,0.0012769156130790428,9.956151778658308e-05,0.0008005014043034428,6.199167682659515e-05,0.0002523979379348857,0.0011830935370652715,0.004467128154715785,0.02838818121821093
63,0.0,0.035687770162309854,0.6000000238418579,0.1375000029802322,0.06695273627543118,0.00028123162556549996,0.0010341466549098715,8.001807627733454e-05,0.0006428520948366572,4.9783141743410975e-05,0.00022317860988707144,0.0010326444234148857,0.0044991053576034995,0.028555928827122913
64,0.0,0.03374797478318213,0.6000000238418579,0.1375000029802322,0.06686711493808044,0.0002261941069858857,0.0008371117361417856,6.433558643312382e-05,0.0005163179285385571,3.998420127071182e-05,0.0001971330739712143,0.0009002110468467286,0.004527365561767429,0.02870225512079826
65,0.0,0.0336027555167675,0.6000000238418579,0.1375000029802322,0.06679818572165705,0.00018197657930868572,0.0006773169370029715,5.174342372961211e-05,0.0004147565713168,3.2119188023302455e-05,0.00017396157585408573,0.0007838807565069143,0.004552316136158372,0.028829745261591412
66,0.0,0.0336027555167675,0.6000000238418579,0.1375000029802322,0.06674267988445373,0.00014643961318588572,0.0005478106699350714,4.162783245236828e-05,0.0003332326338738143,2.5805888793891323e-05,0.00015338236895801426,0.0006818871141692286,0.004574325001382086,0.028940699923061274
67,0.0,0.03289571989859851,0.6000000238418579,0.1375000029802322,0.06669798346970365,0.00011786616968047143,0.0004429129896201286,3.349787630409894e-05,0.0002677841917630857,2.0737488150649346e-05,0.0001351333228989143,0.0005926135475263,0.0045937225733220285,0.02903717589009284
68,0.0,0.030716749440346414,0.6000000238418579,0.1375000029802322,0.06666198699874684,9.488459770856944e-05,0.0003579914644722429,2.6961282873231012e-05,0.0002152322788567143,1.6667811722595852e-05,0.00011897258260825714,0.0005145917440012,0.0046108062982594,0.02912098577095307
69,0.0,0.028640107384749775,0.6000000238418579,0.1375000029802322,0.06663298872180444,7.639801124371418e-05,0.00028927333133854286,2.1704346877397134e-05,0.00017302744686995716,1.3399425868209126e-05,0.00010467853346489693,0.0004464964182629857,0.004625842452523714,0.029193733990306614
70,0.0,0.02670385901417047,0.6000000238418579,0.1375000029802322,0.06660963875681847,6.151981682758424e-05,0.00023368922957232857,1.7475221811907845e-05,0.00013912557033628572,1.077402908682876e-05,9.204931988857426e-05,0.0003871377716896143,0.004639068374060114,0.029256834929695514
71,0.0,0.025397264088193535,0.6000000238418579,0.1375000029802322,0.06659566214095283,5.262251526865715e-05,0.00020031639075493335,1.4946184988320386e-05,0.00011887894227896665,9.206108182494402e-06,8.389937299446916e-05,0.00034925683241016667,0.004647574987368833,0.029296952265006865
0,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9999036654135338,4.8089471271778654e-05,2.8091956780720616e-05,5.825867189623589e-06,2.270782088769426e-06,1.7585176175434683e-07,2.439521537599672e-06,2.4348915493208873e-06,3.2388993496215046e-06,1.605584081709956e-07
1,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9998760227775321,4.921208949245817e-05,3.23743399803255e-05,9.590059083839898e-06,9.334870922904652e-06,7.22902196883874e-07,2.152841860577014e-06,2.220812403450985e-06,3.5473097219555738e-06,5.109477153872558e-07
2,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9998357566710895,5.957535939565999e-05,3.711415194804279e-05,1.1869044460660498e-05,1.6764372547660873e-05,1.2982506044104655e-06,1.9287831766071456e-06,2.2017777572422624e-06,3.821414743361881e-06,8.439119983770389e-07
3,0.0,0.5,0.4250000119209289,0.1375000029802322,0.99978214838567,7.576792538561477e-05,4.387230629170871e-05,1.4841066073935485e-05,2.4402643434596806e-05,1.8897663082992822e-06,1.7597764427289665e-06,2.3523235714718532e-06,4.069127218220309e-06,1.1870686888044498e-06
4,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9997125902992776,9.744727455124459e-05,5.3444431152523716e-05,1.8918970280405027e-05,3.30976418437955e-05,2.56311596450457e-06,1.641147505405746e-06,2.662681960328462e-06,4.297500687961503e-06,1.5651105727204598e-06
5,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9996228162317558,0.00012552786006977143,6.652701725285612e-05,2.4307607813568996e-05,4.368360728337387e-05,3.38290410109999e-06,1.5718901243495253e-06,3.1436126210706063e-06,4.513212384225766e-06,2.002848243882096e-06
6,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9995071502285124,0.00016173842198265715,8.395721939449093e-05,3.129609636759206e-05,5.6969932973446366e-05,4.411811060949745e-06,1.5540419647023335e-06,3.822508734200145e-06,4.723013633650417e-06,2.5280197162675973e-06
7,0.0,0.5,0.4250000119209289,0.1375000029802322,0.999358184063099,0.00020835339044122857,0.00010684971652615858,4.0315014202124105e-05,7.386874379300446e-05,5.72047253968212e-06,1.5924397109620923e-06,4.741920511683549e-06,4.934117028833789e-06,3.1736581423597914e-06
8,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9991663718118826,0.00026832147300475713,0.00013665392320447143,5.192601573549856e-05,9.548966842081484e-05,7.39481933134839e-06,1.6949236718107074e-06,5.960894144163113e-06,5.15458373989694e-06,3.980467317028066e-06
9,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9989194677871148,0.00034546907141759996,0.00017526224871112857,6.686598147752625e-05,0.00012322571642114287,9.542729252474015e-06,1.8728181322152048e-06,7.5579966905456925e-06,5.3937583129243945e-06,4.999526531563103e-06
10,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9986016327583666,0.00044471414310991424,0.00022513009720485713,8.608611741108861e-05,0.00015885364701747145,1.2301793830260825e-05,2.1416916883081422e-06,9.636028351095528e-06,5.662783187310569e-06,6.295587291377284e-06
11,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9981926138876603,0.0005723833491558,0.00028943267691787137,0.00011081154199184616,0.00020465050322909998,1.584835058114143e-05,2.5224055791171834e-06,1.2328471122335654e-05,5.9752405946380924e-06,7.951217644618496e-06
12,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9976663073123987,0.0007365597940450428,0.0003722619978038,0.0001426148311272,0.0002635386153587143,2.0408709105815436e-05,3.0424980116895778e-06,1.5807931549373707e-05,6.3479491853439825e-06,1.00720551940837e-05
13,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9969893852277752,0.0009475562236098714,0.00047886625096168567,0.0001835025391992143,0.00033926240880804287,2.6272836308659977e-05,3.7379727398032866e-06,2.029700056388458e-05,6.801981253204278e-06,1.2793529284979308e-05
14,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9961190476190477,0.0012185953380118143,0.000615972321802843,0.00023604268463908571,0.0004366137619726714,3.38118262264944e-05,4.655576571240005e-06,2.608202664739313e-05,7.363946533090647e-06,1.6289438801354474e-05
15,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9950005897095681,0.0015665244330667714,0.0007921941263141428,0.00030351880678252855,0.0005617255247853001,4.350061204323423e-05,5.855722341603557e-06,3.353076801527817e-05,8.067630164376863e-06,2.0782896433012966e-05
16,0.0,0.5,0.4250000119209289,0.1375000029802322,0.993564047987616,0.0020127165483791714,0.0010185232026095144,0.00039010538682984286,0.0007224315186086285,5.5945856318473115e-05,7.416216757345671e-06,4.311484452564949e-05,8.956069811315254e-06,2.6560303245025912e-05
17,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9917205237358101,0.0025842779700284,0.0013089604288466573,0.000501107050679,0.0009287158325500571,7.192073542513223e-05,9.436966025616662e-06,5.5438042108804874e-05,1.0084198478328677e-05,3.3989145255591446e-05
18,0.0,0.5,0.4250000119209289,0.1375000029802322,0.9893570967860829,0.0033152485346522854,0.0016812575693311428,0.0006432148684411571,0.0011932643174456857,9.240765960345665e-05,1.204589431517493e-05,7.127186908634753e-05,1.1522206623224177e-05,4.3540640213347884e-05
